restaurant_name,email,phone,cuisine_type,address,google_rating,review_count,website,facebook,instagram,first_name,city
Mambo’s,info@mambosnola.com,(504) 407-3717,Cajun restaurant,"411 Bourbon St, New Orleans, LA 70130",4.4,5012.0,https://www.mambosnola.com/,https://www.facebook.com/mambosnola,https://www.instagram.com/mambos_nola/,Owner,New Orleans
Oceana Grill,ramsey@oceanagrill.com,(504) 525-6002,Seafood restaurant,"739 Conti St, New Orleans, LA 70130",4.4,18682.0,http://www.oceanagrill.com/,https://www.facebook.com/oceanagrill,https://www.instagram.com/oceanagrill/,Owner,New Orleans
Gumbo Shop,restaurant@gumboshop.com,(504) 525-1486,Seafood restaurant,"630 St Peter, New Orleans, LA 70116",4.4,9730.0,http://gumboshop.com/,https://www.facebook.com/GumboShopNewOrleans/?ref=embed_page,https://www.instagram.com/explore/locations/368320/gumbo-shop/,Owner,New Orleans
Deanie's Seafood Restaurant in the French Quarter,customerservice@deanies.com,(504) 581-1316,Seafood restaurant,"841 Iberville St, New Orleans, LA 70112",4.4,11539.0,https://deanies.com/metairie-deanie-s-seafood-restaurant-and-seafood-market-bucktown-main-location-downtown,https://www.facebook.com/DeaniesSeafoodFrenchQuarter,https://www.instagram.com/deaniesseafood,Owner,New Orleans
"Cafe Beignet, Bourbon Street",specialorders@cafebeignet.com,(504) 525-2611,Breakfast restaurant,"311 Bourbon St, New Orleans, LA 70130",4.4,6530.0,https://www.cafebeignet.com/?y_source=1_MTAwNDcwOTkzMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.facebook.com/CafeBeignetNOLA/,https://www.instagram.com/cafebeignetnola/?ref=badge,Owner,New Orleans
Olde Nola Cookery,contact@nolacookery.com,(504) 525-4577,Restaurant,"205 Bourbon St, New Orleans, LA 70130",4.4,6592.0,https://www.nolacookery.com/,https://www.facebook.com/OldeNolaCookery/,https://www.instagram.com/oldenolacookery/,Owner,New Orleans
Neyow's Creole Café,office@neyows.com,(504) 827-5474,Creole restaurant,"3332 Bienville St, New Orleans, LA 70119",4.3,7427.0,http://www.neyows.com/,https://www.facebook.com/neyows-creole-cafe-127614750599979/,https://www.instagram.com/neyows_creole_cafe,Owner,New Orleans
The Court of Two Sisters,court2si@courtoftwosisters.com,(504) 522-7261,Creole restaurant,"613 Royal St, New Orleans, LA 70130",4.3,8226.0,http://www.courtoftwosisters.com/,https://www.facebook.com/thecourtoftwosisters/,https://www.instagram.com/courtoftwosisters/,Owner,New Orleans
Felix's Restaurant & Oyster Bar,nadinehoover@felixs.com,(504) 522-4440,Cajun restaurant,"739 Iberville St, New Orleans, LA 70130",4.3,7426.0,https://felixs.com/,https://www.facebook.com/felixsoysterbar,https://www.instagram.com/felixsoysterbar/,Owner,New Orleans
Coop's Place,charles@coopsplace.net,(504) 525-9053,Creole restaurant,"1109 Decatur St, New Orleans, LA 70116",4.3,6161.0,http://www.coopsplace.net/,,https://www.instagram.com/coopsplacenola/,Owner,New Orleans
Bourbon House,sparksc@bourbonhouse.com,(504) 522-0111,Seafood restaurant,"144 Bourbon St, New Orleans, LA 70130",4.3,5601.0,http://bourbonhouse.com/,https://www.facebook.com/DBbourbonhouse,https://www.instagram.com/Bourbonhousenola/,Owner,New Orleans
Dat Dog,bill@datdog.com,(504) 309-3362,Hot dog restaurant,"601 Frenchmen St, New Orleans, LA 70116",4.4,4719.0,https://www.datdog.com/,,,Owner,New Orleans
Creole House Restaurant & Oyster Bar,camille.collins@creolecuisine.com,(504) 323-2109,Restaurant,"509 Canal St, New Orleans, LA 70130",4.2,9091.0,https://creolehouserestaurant.com/,,,Owner,New Orleans
Royal House Oyster Bar,s.young@royalhouserestaurant.com,(504) 528-2601,Seafood restaurant,"441 Royal St, New Orleans, LA 70130",4.2,5732.0,https://royalhouserestaurant.com/,,,Owner,New Orleans
Mother's Restaurant,mothersrestaurantno@gmail.com,(504) 523-9656,Po’ boys restaurant,"401 Poydras St, New Orleans, LA 70130",4.2,16579.0,https://mothersrestaurant.net/menus/,https://www.facebook.com/mothersrestaurant,,Owner,New Orleans
Steamboat NATCHEZ - Official Site,charters@neworleanssteamboat.com,(504) 569-1401,Restaurant,"400 Toulouse St, New Orleans, LA 70130",4.4,4524.0,https://www.steamboatnatchez.com/,https://www.facebook.com/SteamboatNatchez/,https://www.instagram.com/steamernatchez/,Owner,New Orleans
Hard Rock Cafe,neworleanssales@hardrock.com,(504) 529-5617,American restaurant,"125 Bourbon St, New Orleans, LA 70130",4.1,5011.0,https://cafe.hardrock.com/new-orleans/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,https://www.facebook.com/hardrockcafeneworleans,https://www.instagram.com/hardrockcafeneworleans/,Owner,New Orleans
Drago's Seafood Restaurant - Hilton New Orleans Riverside,michelle@dragosrestaurant.com,(504) 584-3911,Seafood restaurant,"2 Poydras St, New Orleans, LA 70112",4.1,6224.0,https://www.dragosrestaurant.com/,,,Owner,New Orleans
Melba's on Elysian Fields Ave,scott@melbas.com,+1 504-267-7765,Creole restaurant,"1525 Elysian Fields Ave, New Orleans, LA 70117, United States",4.1,6432.0,https://www.melbas.com/,https://www.facebook.com/EatAtMelbas,https://www.instagram.com/eatatmelbas,Owner,New Orleans
Mulate's | The Original Cajun Restaurant,chantelle@mulates.com,(504) 522-1492,Cajun restaurant,"201 Julia St, New Orleans, LA 70130",4.1,5264.0,http://mulates.com/,https://www.facebook.com/113744595326074,,Owner,New Orleans
The Original Pierre Maspero's,camille.collins@creolecuisine.com,(504) 524-8990,Restaurant,"440 Chartres St, New Orleans, LA 70130",4.4,4395.0,https://originalpierremasperos.com/,,,Owner,New Orleans
French Market Restaurant and Bar - The Original,catrena@fmnola.com,(504) 525-7879,Seafood restaurant,"1001 Decatur St, New Orleans, LA 70116",4.2,4684.0,https://www.fmnola.com/,,https://www.instagram.com/frenchmarketrestaurantandbar/,Owner,New Orleans
Antoine's Restaurant,wchatelain@antoines.com,(504) 581-4422,French restaurant,"713 St Louis St, New Orleans, LA 70130",4.3,4442.0,http://www.antoines.com/,https://www.facebook.com/pages/Antoines-Restaurant/59680802954,https://instagram.com/antoinesnola,Owner,New Orleans
Pier 424 Seafood Market,camille.collins@creolecuisine.com,(504) 309-1574,Seafood restaurant,"424 Bourbon St, New Orleans, LA 70130",4.0,4747.0,https://pier424seafoodmarket.com/,,,Owner,New Orleans
Walk-On's Sports Bistreaux - New Orleans,houma@walk-ons.com,(504) 309-6530,Restaurant,"1009 Poydras St, New Orleans, LA 70112",4.4,3807.0,https://locate.walk-ons.com/la/neworleans/restaurants-4.html,https://www.facebook.com/walkonssportsbistreaux/,https://www.instagram.com/walkons/,Owner,New Orleans
Landry's Seafood House,rblanchette@landrysseafood.com,(504) 283-1010,Seafood restaurant,"8000 Lakeshore Dr, New Orleans, LA 70124",4.3,3999.0,https://www.landrysseafood.com/location/landrys-seafood-new-orleans-lake-pontchartrain/,https://www.facebook.com/LandrysSeafoodHouse/,https://www.instagram.com/landrysseafoodhouse/,Owner,New Orleans
New Orleans Creole Cookery,parties@neworleanscreolecookery.com,(504) 372-6022,Creole restaurant,"508 Toulouse St, New Orleans, LA 70130",4.0,4498.0,http://neworleanscreolecookery.com/,https://www.facebook.com/NewOrleansCreoleCookery,https://www.instagram.com/neworleanscreolecookery/,Owner,New Orleans
Market Cafe,brjenk998@gmail.com,(504) 527-5000,Cajun restaurant,"1000 Decatur St, New Orleans, LA 70116",4.4,3525.0,http://www.marketcafenola.com/,https://www.facebook.com/113000558287663,https://www.instagram.com/themarketcafenola,Owner,New Orleans
Coterie Restaurant & Oyster Bar,coterie@coterienola.com,(504) 529-8600,Oyster bar restaurant,"135 Decatur St, New Orleans, LA 70130",4.4,3491.0,http://www.coterienola.com/,,,Owner,New Orleans
Dooky Chase Restaurant,info@dookychaserestaurants.com,(504) 821-0600,Creole restaurant,"2301 Orleans Ave, New Orleans, LA 70119",4.4,3280.0,https://www.dookychaserestaurants.com/,https://www.facebook.com/Dookychaserestaurant/,https://www.instagram.com/dookychaserestaurant/?igshid=gzwckynvcvf1,Owner,New Orleans
Daisy Dukes Cafe,jade@daisydukesrestaurant.com,(504) 522-2233,Breakfast restaurant,"308 St Charles Ave, New Orleans, LA 70130",4.3,3452.0,https://www.daisydukesrestaurant.com/locations/308-st-charles-ave,https://www.facebook.com/DaisyDukesFrenchQuarter/,,Owner,New Orleans
Morrow's,morrowsnola@gmail.com,(504) 827-1519,Restaurant,"2438 St Claude Ave, New Orleans, LA 70117",4.2,3407.0,http://morrowsnola.com/,http://www.facebook.com/MorrowsNOLA/,http://instagram.com/morrowsnola,Owner,New Orleans
Stanley of New Orleans,stanley@chefscottboswell.com,(504) 587-0093,Breakfast restaurant,"547 St Ann St., New Orleans, LA 70116",4.4,2971.0,http://stanleyrestaurant.com/,https://www.facebook.com/stanleyrestaurant/,,Owner,New Orleans
The Blue Crab Restaurant and Oyster Bar,info@thebluecrabnola.com,(504) 284-2898,Seafood restaurant,"7900 Lakeshore Dr, New Orleans, LA 70124",4.3,3146.0,http://www.thebluecrabnola.com/,https://www.facebook.com/327988933961662,https://www.instagram.com/thebluecrabnola,Owner,New Orleans
Domenica,press@domenicarestaurant..com,(504) 336-6541,Italian restaurant,"123 Baronne St, New Orleans, LA 70112",4.4,2889.0,http://www.domenicarestaurant.com/,https://www.facebook.com/DomenicaRestaurant/,https://www.instagram.com/domenicarestaurant/,Owner,New Orleans
Boil Seafood House,hd@boilseafoodhouse.com,(504) 309-4532,Seafood restaurant,"3340 Magazine St, New Orleans, LA 70115",4.3,2963.0,https://www.boilseafoodhouse.com/,,,Owner,New Orleans
Lucy's Retired Surfers Bar & Restaurant,shop@lucyssurf.com,(504) 523-8995,Restaurant,"701 Tchoupitoulas St, New Orleans, LA 70130",4.4,2748.0,https://www.lucyssurf.com/,,,Owner,New Orleans
Felipe's Mexican Taqueria,operations@felipestaqueria.com,(504) 267-4406,Mexican restaurant,"301 N Peters St, New Orleans, LA 70130",4.3,2939.0,https://www.felipestaqueria.com/locations/louisiana/french-quarter-new-orleans/,https://www.facebook.com/Felipesnola/,https://www.instagram.com/felipestaqueria,Owner,New Orleans
Tableau by Dickie Brennan & Co.,vogtk@tableaufrenchquarter.com,(504) 934-3463,Creole restaurant,"616 St Peter, New Orleans, LA 70116",4.4,2598.0,http://www.tableaufrenchquarter.com/,https://www.facebook.com/tableaufrenchquarter,https://www.instagram.com/tableau_nola/,Owner,New Orleans
